PC1,PC2,PC3,GHGIntensityCluster
-2455271.447132516,-990258.6376917177,123531.00901643811,0
-3113722.2947493475,-994664.6046194028,488318.60554037074,0
-1513755.4975553686,-1570213.943769005,569423.1584323132,2
-2532889.790898089,-990866.4558503578,166881.18548453442,0
-3051706.424611962,-994248.3983280314,453956.4023268178,0
-2139262.366205025,-988289.8182116745,-50965.88154457316,0
-2824040.8498134012,-439945.7536999927,764178.4845574881,2
-2906962.6676319144,-993310.3283240831,373887.294044163,0
-2726509.647692618,-497713.2687113923,664378.9369846294,2
-2740661.853834675,46612.41223142967,1102067.272521519,3
-1218380.6836652826,-982183.0691662957,-560924.5026637306,0
-1497206.379341714,3451909.386872489,3096839.3533518487,3
-1674093.5732637981,447740.33691907465,822804.6738961429,3
-1223661.8577949617,969717.6141648497,983273.7631756563,3
4459450.459262425,2751703.342692167,-787367.1827216494,2
560718.524426716,1355106.3191428557,289127.2817954017,2
785574.4418610692,1226085.5158953432,61471.67988276156,2
-3019556.5881530386,-658229.4124630982,701396.62739319,2
-2041332.3247429836,-54566.00742963267,630571.4448415267,2
-1756404.5318833713,-1199107.4089163214,89078.92109439762,2
9716451.642050724,7222875.304325056,-198046.6844612671,2
-2604938.4670244902,-294529.84617075534,756745.0917840989,3
-3012501.8679043483,-874622.2006407386,526571.6426130049,0
198586.85058379042,-968584.3964770999,-1343626.2731772286,0
8107129.613101762,4764049.065577369,-1238567.5048281257,2
-1797391.1093311661,-985733.4179048941,-239870.16739022374,0
-2596862.056820284,-991221.7426571627,202035.2573627538,0
-2181664.9079621416,1921366.9480689121,2270392.0563460276,3
-2052847.839881295,-514956.129125037,274403.8171453092,2
2803374.3568892195,-789305.4154786444,-2659000.0251082224,0
-671835.9614413893,-844583.9000513122,-759135.5975424058,0
-2295219.2833619146,834348.4038964806,1475205.4330411071,0
-2828976.9230879364,-992800.5461762846,330730.0526298952,0
-603031.0257906544,-978129.4898488644,-901581.2419201555,0
-2692400.286717426,-593423.5448476005,569857.798825636,2
5773478.2338061435,8351111.8735471945,2899540.6712633795,3
-2371072.36570443,-742951.2021642354,272124.6248982697,1
2336674.8964192965,1104400.6376244535,-901205.5165153561,1
-2258056.620363768,-988942.9743037592,14287.962297880977,0
-2965278.716072162,-202552.14588808175,1030802.0188891779,3
-2413918.9108907115,1508509.4232930348,2074171.0955078008,3
-1149407.0369043634,-981500.3601944826,-600009.119330972,0
-3164570.452063319,-658583.2634175353,781870.575732564,1
-2144753.854130902,-988225.2259016007,-48323.35514283161,0
-2299468.758626943,-570438.2226015689,368092.3856029908,1
-2247375.5341422847,-988931.8208492182,8608.51705832216,0
-2848633.282165874,-992898.462088212,341487.23740138224,0
-910818.4093604672,-980064.9329316611,-731553.8746572518,0
-2898596.134131694,-993239.6210286516,369194.0725173251,0
-2780190.8100425033,-992456.5997714943,303633.0783123548,0
-2592644.548822848,547200.6569946482,1414525.0145123946,3
-544632.3744201047,-86755.72323591828,-231064.8237810668,1
-3001417.2444971865,-993919.8216036042,426127.0334560873,0
-1998739.8175507835,-987298.8091756352,-129016.7001618308,0
-2659855.7241224963,-955675.3441943584,265363.0548328595,0
-1970832.7533138809,-561385.5809461642,191698.5654855112,1
-2699718.34426594,-991923.4200590883,259071.5097606766,0
-1043390.0977148386,-981039.5179903392,-657762.8020515089,0
-838052.9324706885,-979399.7318584252,-772570.0223021755,0
-2088311.900333587,-987828.0912796905,-79669.4649510256,0
-2968736.9367243187,-993714.5800352688,408074.8620557044,0
-2778301.4125870434,-992473.1878617458,302701.6593314241,0
4856282.4743545875,1763642.3868426771,-1785363.5588079034,3
-1444822.3697839435,-657848.5523359749,-177783.0853342426,2
961285.0185666084,1421155.2777581946,115508.11354748924,1
-1512051.2112119352,51620.684561644935,415060.89721649355,0
-2766120.629503935,-449669.10681569664,724525.6091336547,3
-2442604.0893979743,-1571549.8625733855,1503903.3011406283,3
-2842660.9061116013,-992856.0132869772,338168.6834550652,0
-1521155.134511202,451886.76243079535,740612.9674993526,3
-1411682.7006489527,993574.1682632106,1107536.5371930548,3
7730562.583478685,2490015.8416011003,-2823742.972158222,1
2914165.9616530268,632993.6975046836,-1595273.0899409414,2
-891994.5355955791,435316.3920927682,374575.7445976841,1
-1966477.273440487,-458345.18767803966,270496.69503061956,1
-2968193.7759743887,-583740.4438182464,731428.5196279126,2
-2165881.650990334,-988419.3692508059,-36410.182747825675,0
-3237554.750863247,-708873.3299946347,783106.0877028033,2
-2173261.597277334,-441340.36161053966,399134.0179887389,1
-2766696.0018768986,-992401.3629616819,296295.1666851072,0
-2273473.060893096,-309237.01920829655,559911.4557845175,2
-2822058.25862264,-992735.4753679192,326822.9779770247,0
-2501325.5320520326,-990599.5939333304,149174.74237035838,0
-974863.0246393799,1725682.1073460036,1441356.243823455,3
5845161.042593153,2504725.287741176,-1759436.501679006,1
-2114619.592099833,1034884.9069278594,1532945.120514765,3
-2717224.4438813706,71402.27023349251,1108746.6981342416,3
-2683594.9326324267,-991851.3611645941,250280.3545693091,0
-2856603.8933479474,-992970.1559796918,345975.4585454922,0
4396348.031032201,1588164.8040899544,-1672060.8693665997,1
-2809144.5495223408,-992662.003059254,319719.71549062367,0
-3003278.5966378166,-511207.1419024853,808329.6552238972,2
-2655520.476964888,-991639.991638894,234634.0971428961,0
-171977.05739559638,-226448.15920164046,-549832.6715818341,0
-2117834.617384262,-988092.8559311079,-63048.4331914457,0
-2181717.438189202,-988453.2984312108,-27921.21267395855,0
-2544741.09534255,-990906.2508358974,173291.04674588068,0
-2756129.4138738946,-992325.733031638,290421.7546044002,0
-2568388.976425463,-39974.481818474866,937397.4049205094,3
-2953978.1164482743,-993618.480940033,399908.83264679456,0
-1670288.1262740341,-985153.6455791343,-310774.15482784394,0
-2411231.9467153708,-989959.2489295116,99114.18466096134,0
-1327897.7884184842,129777.5868655863,377791.7859670362,2
-3070124.871313728,-994336.6192283571,464022.2034363804,0
-2825157.5062853186,-992781.84655346,328641.1173240317,0
-2847008.478897039,-992913.5329405516,340689.4344347113,0
-3012187.6086408063,-993987.660213869,432077.2207120058,0
-2882574.9044404323,-993120.5197024415,360271.2339365377,0
-2676648.350486804,-991786.2981302409,246358.5809443122,0
-3035913.91267839,-824157.866030384,579475.7536374925,1
-2393853.9634111044,-291413.527380066,641520.9455185633,3
-2860915.003877203,-992994.3641690587,348345.5488854688,0
-3029857.023952416,-994068.1328189359,441717.2567130478,0
-2769382.244576187,-992401.3648411778,297712.46131201653,0
-2814345.844611309,-621248.1120362581,615922.4843756763,2
-2727710.55400226,-992133.1965940705,274668.0884240823,0
-1655130.8432143123,-984981.758561483,-319449.4206034073,0
-486728.0934640596,-977033.5498422035,-967267.542521681,0
-1284801.8412016372,-514293.422527785,-154521.45288566087,3
-2294940.4448852926,-756285.3121332686,218437.7245314176,0
-1143063.1131960165,-393172.4525534345,-137817.25585979281,2
-2815742.8563214215,-992685.326310784,323293.06066285056,0
-2593725.115156815,-991209.81548073,200333.12150546088,0
-2206342.146771276,-988677.5864902791,-14044.107518123741,0
-212605.2001667208,-975379.7359521487,-1118422.1053131307,0
-2571296.857214984,-277141.2212892723,751843.8783581207,3
1043617.3173106157,4195852.513487879,2264693.9190660147,3
-1239600.239133135,-982039.6700705666,-550294.6132113145,0
-2804548.896824233,-992612.7482029083,317100.68205870787,0
-2742643.471729975,-992179.6052918511,282729.9309979168,0
-1997722.8562756297,-987274.0089340226,-129651.10202428482,0
-2133842.875462824,1293599.0280827046,1747348.590711596,3
2058669.7311415293,-894652.1857672066,-2322369.1291849413,0
808926.2000359069,-762932.3967567957,1605054.0339565624,3
-819919.1788719795,1743141.5599699484,1368752.418927703,3
-1178497.4007641615,-981708.266565341,-583840.5225787438,0
-2872902.800207965,-993072.7433638424,354979.65015825623,0
-125237.2538333389,921612.0557458465,330032.7641603709,1
-1166412.4137121043,-315713.79051610915,-64523.81632669431,0
-2425427.207168015,-534216.2165393016,467226.69474815065,2
-2829245.746009046,-992765.3728346627,330733.11764670414,0
-3297791.1336962823,-995809.4783441346,589951.894058329,0
-2628570.3274393426,135745.7681342071,1109730.2201440288,3
-2414884.318634348,-929224.9471955592,149346.83482240466,0
-1715936.2548632612,2857572.8893004577,2749638.5930704046,3
-3200144.644937438,-995127.2533625631,535741.1256110182,0
-2912620.744369095,-993293.5276495833,376806.26555342943,0
-1114680.929107924,-224746.57230073537,-21085.859025122187,2
4493820.339314968,1632332.3425914564,-1688239.438608639,2
-1796485.282892682,-986059.185825544,-240618.74517364346,0
-420373.05357537983,694111.8036097446,314708.6696558602,1
-2955055.003747748,-835151.444390401,525613.3600964249,0
-2853230.5898689074,-992935.0883552955,344057.3207229352,0
-710815.3098692402,-296163.771782785,-303419.5168786639,1
-2969265.892579911,-31188.651671821302,1168425.5012400134,3
-2415173.2756598787,-990041.035732555,101516.33776160628,0
-2305522.1350908624,-989334.6124720811,40876.333434927816,0
628952.2688159405,686173.1356514028,-277270.37686121895,1
-662074.9183443408,-334099.0577455535,-360265.7569753503,1
2757584.3154845107,3501399.8838710543,755128.8641617075,2
-2878076.1072345376,-992967.379665629,357293.4475743812,0
-2757295.4771787534,-321658.50105260586,820543.891526238,2
-1810048.507700105,-985986.7740813699,-233748.344826666,0
-1904454.4160448883,-795099.503697275,-31430.545344899743,0
-1537194.220530374,-468206.3254177087,23316.888930060402,2
-2300115.359142592,-989252.4915615055,37699.67813085865,0
-2346965.21391775,-75453.9677588376,785509.8191942258,2
-2401480.5920313904,-743546.7227062831,288767.396364262,1
-2927500.066970418,-932512.558667258,433245.0145144696,0
393228.75142942206,-971400.8176958959,-1453763.7098493853,0
-1953081.4148697322,1652053.3979613818,1929972.0537584557,3
-2394764.8270153496,-989920.540684422,90273.26266836557,0
-2628864.1327588516,-991497.163229439,220006.46278751647,0
-3039202.771825669,-994178.9674189542,447085.4340464591,0
-2142809.851939838,-675360.8978268389,197220.01817173098,0
-1425518.2304385977,214090.11722365656,499989.09947172116,3
-1584129.7782742572,-270399.80157118186,205030.87046655334,2
-2559203.7045311113,690409.3846448842,1508738.5477908421,3
-2481993.7032563584,-990513.6141853537,138635.8743274649,0
-2617208.9860781264,742491.5825921161,1582652.3673280105,3
-2922443.271755514,-993401.1758089919,382413.4241777197,0
-1991983.3487475687,587582.115741083,1111193.8683080159,3
-2927499.565279972,-374592.00588428625,873933.7876573695,3
-1726112.8036976801,60679.351050889505,545280.1301556947,2
-2739828.0053591123,-992158.1232540003,281159.71240152913,0
-3166159.0226192926,-994905.0309353449,516933.26382074266,0
-1302474.798653304,-769308.2521698748,-346821.25788811984,0
-2044779.6340550727,-987538.30312002,-103780.79109396406,0
-2063511.5072153094,366484.8711270147,976046.939635407,3
-2067083.9145344822,578243.8540834702,1145261.38771244,3
-2922561.373406839,-993368.1197118994,382345.3204466588,0
-2169834.6812608,-988367.2058823641,-34530.32554982886,0
-3133401.679841411,-400435.6660552789,968537.7362163658,3
-2896995.1079364875,-993228.0605345742,368303.7467195936,0
-2373316.8788352315,-989743.2375055358,78257.61415907841,0
-2048699.5841677287,136965.1333449075,786565.9476286388,2
-2813843.965653663,-41166.3816007009,1073665.699588588,3
-2729133.065149497,706201.3815377706,1616647.783763978,3
-2572615.794560515,1138461.5121695516,1870605.929010358,3
-2231092.3148504836,-988854.2147596483,-288.8395689012702,0
-2700215.0158103905,487791.63647575484,1427859.3232744974,3
-3309086.9919273136,-982674.6027142716,606871.5307274638,0
-2583713.530919523,925021.0707738642,1708180.3930253799,3
-2851836.722426782,-161500.46824367944,999819.8379786811,3
-2065631.053221159,-987762.7262037684,-91893.97633736573,0
-2790487.5778693785,603414.1304102998,1569724.7818001516,3
-3008473.786446165,-993963.2902692826,430021.6270480316,0
-2178922.519408762,2049493.0124721155,2369980.993211424,3
5220725.007694268,9845663.487306144,4391295.383451898,3
-1021917.9398939789,2252391.2921951655,1883482.5191731409,3
5395072.577539726,12072652.820059445,6053078.296269181,3
-2309962.7715893644,-989323.9216563362,43177.07662137337,0
-3101051.333212412,-757944.4527785744,668071.3067936535,1
-2467921.2999609723,-990380.405588113,130685.59818578903,0
-2923690.079779636,-993401.3180012476,383071.812720508,0
-2667069.220068211,-991717.619507705,241033.58571912936,0
-2106208.701785506,-987963.151194805,-69694.09634000207,0
343573.72638103936,1971093.8832409435,898194.994154054,3
-2526168.0840127408,-990795.3379592323,163054.16997362272,0
-2329496.062991659,-966719.2817298898,72242.01045997514,0
-1388613.5733419994,893760.9730351715,1014995.2713367766,2
-2859273.048763541,-855916.8414293266,455636.27080275916,0
-2168795.1492412994,-988387.8667659742,-34997.279665385766,0
-1663953.3894533543,-985024.2986929285,-314626.72929816117,0
-2082397.9962352843,-987801.7727913117,-82893.5296781336,0
-1023920.0265788807,-83277.547196015,38624.00172877489,1
-2131047.9534931537,-988137.0029442142,-55902.78112191991,0
-2847354.782377166,-992913.6728922921,340872.69972646976,0
-2971684.53913988,-991041.4004241005,411764.1945759763,0
1092697.2911190505,1290741.6788408416,-59023.37821534531,2
6106481.504862179,7584966.519275393,2110868.3660248043,3
-2644116.7309077154,-991551.1742500763,228266.9647165215,0
940627.7281732826,3837201.598405691,2039128.787000219,3
-3101663.6667162073,-759021.3922380635,667586.52966989,1
-2478969.1880429676,502871.3309833225,1316398.711760239,3
-2782044.2869589655,-871919.1239499395,399839.1216159538,0
-374499.4918203653,-31382.882562208477,-282449.5520803857,2
-2941957.5813967176,-3934.1412687832426,1174774.7305298995,3
-1640039.1520006564,1251618.7662645923,1439084.1123361646,3
-2729824.2156592594,-928572.5151876396,325774.2241539712,0
-2968527.0558197056,-993712.8698317372,407957.37964761624,0
-2299303.5550103667,1028933.296580035,1631423.0049743867,3
-2159118.4391382504,717923.9753096207,1307189.9294806884,3
-1913059.9536097096,-986589.7940665201,-177019.4590678715,0
-2412735.6906461627,954343.2033861293,1635783.1549003099,3
706664.0493407577,2702159.934765701,1273703.0198092628,3
-2862631.536071584,-993020.1840484656,349353.07453792234,0
-3216246.606757318,-995241.1489947055,544686.0211937202,0
-2219396.1376665076,-988767.4649896576,-6802.104125502448,0
-2423218.6576398513,-990135.7381364844,106134.7839682103,0
-2531197.16800005,-636941.4296949912,445398.91987814684,2
-3050010.595584601,-994247.7210105513,453058.9948141714,0
-3140386.687721524,-994833.6382207155,503053.87344553735,0
-2979971.885567547,-993784.5966012474,414278.7610324637,0
-2494621.8292699335,-990484.6991226423,145184.51528944756,0
-1100779.2390814107,-645868.382779282,-362186.507680538,0
-2852735.8131493623,-449081.6485787772,773235.8632872405,3
-650465.0646751347,2409570.1279647197,1800448.6729643818,3
-3276350.531111829,-995704.6853215453,578226.1934602933,0
-746787.0748214095,910605.3809092239,669146.6299022626,2
-1457957.9829674256,-764754.2475321533,-255486.53908498664,0
-2572526.069882831,-169422.5148175152,837575.1578413976,3
-388799.2785206013,1229248.8733306744,721541.4279572815,3
-2513991.539908684,-417137.88291701465,609370.9387817015,3
-2241770.0055182264,1510922.7120946506,1979851.7387590057,3
-601266.2555759342,2624895.0265405145,1942455.2619249409,3
20413570.691132765,-10076587.467459999,5222644.777508167,3
-2125050.6660089307,-2019177.9465901116,2263424.150575845,3
-1063291.485003034,-1907780.1779034943,1286871.2183083743,3
-1962312.2230863262,2164821.449657073,2339850.938602624,3
-2857498.8163462817,-634127.4789549172,629678.7172231324,1
-2487997.3197805267,-496125.4364310904,532350.9547457265,2
-2517940.166430505,-990755.9419003901,158557.61501911824,0
97740.13821363375,-973036.8311339397,-1291406.6188883274,0
-1906408.8972663423,-734473.4054144352,19111.120901280938,0
-2996977.672699287,-961564.1674759404,449155.4068260004,0
-2814811.886604544,-538398.4997751765,681662.74920286,2
-2259089.203338505,521359.40874659864,1207576.2260484637,3
-2813431.9662919035,-992695.1560730113,322112.5945690105,0
-2673264.5071575856,-991716.7973152198,244299.03359468334,0
-2334909.7294377084,-989566.509987924,57296.40330800468,0
-2131648.6537963054,-829878.5758846304,69906.75790111246,1
-498840.26647108316,-931545.8574856045,-922707.1038865196,0
-1376357.6594013784,-983292.4497974803,-473197.55608397984,0
-2559133.556669071,-991000.5141166733,181256.53891789034,0
209732.17048633032,-972441.4794428002,-1352843.4936686878,0
177151.0670120485,-972745.3050337407,-1334026.8518461864,0
-1282982.9898644916,-353795.4326756864,-28594.146120288144,2
-1895904.787451553,-986471.4691107468,-186537.509877457,0
-2937747.5418841806,-993480.6024672275,390801.4606719049,0
539273.4802443013,1503556.5486570685,418420.3218817871,2
-1992220.267465681,-317222.1672470174,396657.6515756759,2
-624382.2321509164,-978204.742317922,-890019.2528553258,0
-2556058.8817079137,-990934.5122995665,179373.91641057847,0
-1649570.6256200378,-985043.873440229,-322137.9826620833,0
1982276.9359067068,6399521.721959135,3479003.953780164,3
-2111327.2144417516,-988022.0847739481,-66761.01210500397,0
-1706370.4682126518,-985358.1819221212,-290929.82046964735,0
-2431960.790405952,-368512.4702772155,601955.9685433105,3
1940276.8155229187,744825.7649080058,-964391.6623364789,1
-2982289.942708995,-193557.1251671595,1047465.6741217364,3
-2335261.5654776143,412298.1241586242,1164206.527490533,3
-3056545.767370363,-756391.2943273464,644452.3274960361,1
-2499301.350112924,-990588.8187490846,148064.25394969078,0
-2934401.59003267,-993451.1943197037,388920.08217320143,0
-2149595.8077725167,-982942.1841639433,-41834.05215544614,0
587935.0974524088,-16810.216396826345,-810079.4853286425,0
-1528742.7123940953,-257344.03745040164,183540.4177354421,1
-643144.0970393283,-978337.5542104373,-879596.3369766879,0
-1779679.3712696854,-985694.1097151518,-250926.026143784,0
-3008593.2309776545,-782939.2723183917,596774.228474044,1
-2416401.11943134,-598097.1218462987,411325.2263668763,1
-2765987.7648858796,-302613.8597385894,840547.0105700687,3
-3284797.8743125964,-995777.3896744177,582969.9294892475,0
-2730691.4002812235,-674948.9915991488,526654.7018032952,1
-2593708.555988031,-635628.8167430899,481175.88039073243,1
-2494015.7794625983,-990573.8455138841,145216.46375547576,0
-1885655.0305018341,-1269188.4703349157,274838.5723222737,3
-2222006.916029132,467823.8949307651,1144911.863098796,3
-2724929.5583090554,-240581.6583838135,866581.4768051693,3
-2298929.956315662,947772.1011872323,1566927.53685538,3
-2337007.2287525036,-557172.212770191,399429.6401913645,1
-1899749.5007765035,-985687.8232224926,-183244.18495962705,0
1817810.637372164,6632823.513036655,3753138.426353964,3
-2993236.1943128817,-774418.1650063008,594884.6196632137,1
-1077500.8308152934,126200.53155125682,234509.10818135398,2
-1349425.752843858,-982952.0248156349,-488750.1525296058,0
-1135556.3536382138,266861.56689898844,378335.29358056653,2
-1923019.6041154761,455637.9509802529,968492.1776338421,3
-2723390.6588495043,-992076.8464308797,272166.5547957973,0
-1606625.6452284963,-248663.31648846494,235466.5297346791,2
11915722.422074815,2141650.1876271283,-5433455.42060887,2
-759567.9274034393,5581678.190259022,4366391.841253612,3
-2904783.6696242997,-184511.48823922905,1011299.5937341911,3
-2928310.1418647245,-512609.8777859652,764857.6866873469,1
15289689.110578848,2916087.736448065,-6708946.941295868,2
-2635044.28578397,-338512.56221468415,739062.9304055754,3
1371572.4047094334,-521336.51787774987,-1643087.8436176076,2
-1808813.77667477,-986090.6204139856,-233990.0976546029,0
-91012.95228521629,909426.7047296808,301353.965130946,2
-2969178.9992201813,-458321.48274735664,831100.5605941168,3
-1916565.31775239,-986800.302710073,-174339.48253468523,0
-2149293.389335076,663223.497295045,1258251.6864575914,3
2064407.6851619892,-865075.7691069405,-2304581.030491134,0
-1812054.8996774366,-986126.733805101,-232137.57387519907,0
-1750287.9192205009,-514727.76146583713,104572.89399623955,0
2765719.65343141,2534149.3795035696,-12961.273547274324,2
-2281764.8400752107,-1553188.4112898463,958172.8567555535,3
27789624.602655895,15516313.744393384,-3751264.125373732,2
-2174633.6903685182,-988466.426449974,-31606.87122087185,0
-1832999.790033016,-597163.9392660037,86649.30237391352,1
-2392828.803093654,-989755.5267929432,88600.77443013487,0
-2750804.244695207,-992232.9782205488,287246.2025478725,0
-2059474.5362452199,-602381.9445035119,208560.84648607936,0
-2251545.0808139914,-384130.006045522,488409.20194490434,2
-502061.69243762194,-181812.38311601238,-329517.13204548473,2
-884535.5483985521,696724.7151287,578314.0195849772,3
-934861.8371279461,1421264.6196051391,1178671.105169388,3
-1835380.7490078334,-986229.3296727886,-219425.86831586598,0
-987396.0948455709,-980701.5924909783,-688638.9716592622,0
-809248.8203324799,4300690.152664659,3382725.870113627,3
-2648525.342898287,-991573.6465120333,230681.64942672063,0
-3020852.510835291,-274553.03636131255,1005117.2545438404,3
-2758013.5850351164,-992337.1606553114,291460.9463447198,0
919786.3892905824,1074257.9479636727,-135659.59987816302,1
-2227228.2713335566,-988779.4801824862,-2622.3936967542845,0
-1420349.1924037642,31034.17006721987,352326.3962867559,3
-2398665.2597590135,-113277.92414552196,784874.0344688316,3
-2391639.417947701,-606094.8098371307,391266.39562860667,1
-2080653.884418615,19869.84143675037,711615.0426261615,2
-2717655.8621458495,-992015.0205993803,268896.9021905304,0
-1402285.551454751,-983331.525375824,-459363.5931113127,0
-1761258.43166635,621726.407673856,1009020.0209160676,3
-3301761.329627251,-995867.7903989577,592276.6634696403,0
-2586532.097615732,-991121.6309806327,196190.1059914176,0
50903.17832165838,186997.08264519926,-346978.2891918114,2
-2365044.5526726693,-989678.3510767902,73637.06249375276,0
-1304648.6762790699,-805763.9886695937,-373889.94880452944,0
-811865.4587710603,-805490.954028972,-649200.6717884602,0
-2788388.0583211966,-518869.06175324175,682159.1594382658,2
-2909813.513096591,-993330.8924561039,375472.5579241132,0
-2907420.049208544,-993281.7433150576,374015.83714525,0
-1993472.5697078565,-987258.3546891377,-131955.35330217815,0
-1687960.9542098083,146272.49867459724,592190.6291159602,2
-2654961.053209577,-905862.0916574205,302089.0217969012,0
-2724550.6993970945,-992091.1121080666,272834.8845726761,0
-1962488.2258171844,-987091.1539621539,-148962.63707746734,0
-2996758.5865550004,-361241.1432251417,923189.3364214877,3
-1800182.469325074,-985850.4909172229,-239491.4333103418,0
-2535423.7963030115,-684521.3843659047,409934.0375034068,1
-2808983.605897638,-992646.5801175095,319573.9524092954,0
-1819483.0964541235,-258968.93881404577,345837.8919912686,2
-2509628.2978308396,-990603.9954342089,153572.72485280508,0
-2909273.525954786,-752813.7118240898,565043.8602316434,1
-1924165.8012696372,2178178.8047467335,2329223.159704304,3
-2945419.1845081775,-993521.2846943248,395009.5942728032,0
-2562897.16341547,-273706.9185093065,749733.0240091435,2
-2306319.196480728,-989357.2069735022,41386.011817832084,0
-2976631.970984491,-993764.676093186,412437.99885887624,0
-2491526.2072595186,-990519.5338482789,143688.6675896609,0
-2847828.3829310783,-559895.8022608013,683150.8595180413,3
-1825191.341916224,1188288.5390367473,1492095.5885479786,3
-2880484.6431999137,-993108.3414337795,359120.34626190475,0
-1936071.0997441334,-986809.0424267031,-164013.5674411506,0
-2346889.7440926135,-374234.01981253875,549654.815311385,2
-2629077.443060365,46247.813936625695,1039614.9560479277,3
-2709450.203991161,-991942.7194675675,264282.2722205853,0
-2725230.7105461056,-992059.5132030955,273068.9989170897,0
-2388987.7335357973,-196949.68453662048,712810.7093301871,2
-3056908.539285148,-993284.1499426812,457642.3542482694,0
-1582115.0497965433,-984609.3723438304,-359442.40496839414,0
-2578613.117601844,-603244.1847917048,498389.99694846576,2
-3003411.7315863357,-993938.2999074624,427252.2455654386,0
-2251059.956272918,-626098.1889549604,296592.2260492702,0
-3043678.8832326983,-605536.4381864906,755723.9403354848,0
-1871886.0279171083,-410560.0025062435,255490.89484596424,1
-2893395.8402487026,-993211.4429317251,366339.17835311167,0
-2628327.766970069,-991410.0188049382,219379.66246217192,0
-2540147.6543029444,-990821.3449946495,170532.52738214616,0
-2768790.275818552,445200.0634892207,1432726.1565503855,3
3554154.2921996387,1639444.9087419845,-1160388.3347048278,1
-2923462.816564584,-993401.2696368658,382951.7157395563,0
-2892439.3987923497,-993222.3028215701,365877.3962063989,0
-2869604.2029900462,-243548.8257957239,944739.5085842445,2
-91250.5008561537,420278.34916250984,-85157.5491410814,1
-2131791.6260843347,-222406.9278390983,549535.8484297697,3
-2285972.2859209627,-140274.79538509672,699674.8139946104,2
-1802290.5100458257,-812383.6337261044,-101083.29920685814,0
-2810076.4460773706,-767690.8470456928,497923.6001454299,1
-2654569.297844522,345747.82445243443,1290357.0686996656,3
787766.6381436978,1222238.2619951754,56278.17770708126,2
-2113735.2631509737,-988091.0790165749,-65218.30160620301,0
-1476535.870730789,716822.5064176915,925103.862907592,3
15970323.404014232,11276777.434629219,-489983.9737162319,2
-2994100.1584482226,-536802.2673367513,783028.9010227398,2
437210.8443792804,2127422.3864595564,968789.4062064297,3
-2881920.5897794673,-993126.9360882576,359951.3257123853,0
-2717633.106706743,-991970.1719520516,268707.9561252667,0
-2955591.0927439556,-993517.0016065688,400359.49064702954,0
-2361617.5263712145,-989675.6378380561,71818.22691902432,0
-3071451.3857605644,-994338.3548139803,464728.93237324915,0
-2981922.5614063563,-695690.471468288,650717.5132838687,2
-2503959.527613459,-990676.602533445,150868.28340805304,0
-1528308.6260200432,700365.6730368297,940796.147193375,3
-1800811.1380257348,-141381.7110709691,427917.4313346125,1
-1493435.2150011167,3672207.1444238126,3268594.755361508,3
-2806180.918814386,-830187.4587198133,446230.292734042,0
-2592894.773350576,-991132.3067783143,199589.23246380425,0
-2817379.6930766692,-992701.842633005,324221.83256008785,0
-2741770.6335679814,-992214.9507637494,282408.8610920186,0
-2489736.8375304383,-990457.7836182801,142500.9582577204,0
-2637863.624974201,-991528.2886890433,224877.4774811357,0
-2524888.4863020964,-990741.0842346211,162164.996365018,0
-1873334.5361490122,-986425.1320161734,-198628.59993583924,0
1523414.3837788645,1890305.4380960811,172044.8952213925,2
-2478475.9665590264,-990470.3961794516,136609.37656634516,0
-2568685.2993088635,-991038.9859272077,186447.9098944462,0
1175135.1075282018,4752067.114567215,2627125.5008267723,2
-3012387.6723209997,-228844.46010403344,1036471.5196468207,3
-586966.7421940576,-977869.1400963103,-911084.059235872,0
-2610389.364519601,-991300.3562017152,209482.5436645159,0
-2861605.3674438563,-993000.4901638209,348733.95993988536,0
-1814600.4838937311,-33474.82267742068,521672.4869837215,3
-3197142.94256468,-754152.8866796687,724699.3174112437,1
-2727194.004102263,634873.5838852349,1559285.6751706507,3
-3258517.6025076457,-995570.2213232465,568286.8755921952,0
-2793675.532183539,-992571.800217007,311202.2420011964,0
2104234.8777575856,-960585.5862038451,-2399175.6602522014,1
-2720182.1632910324,-992076.0557390074,270470.60236711084,0
-1654305.673492736,-466481.4268054994,90086.72730455709,2
4015721.9162496026,1995415.5548035677,-1132186.5262632037,3
-1907720.3221091279,-527050.3144470726,183312.09611529452,0
3567047.6570032598,3113861.487777504,-2072.2061811530475,2
5703882.891967617,8723688.84982751,3235242.992414441,3
-2487850.088337511,-326156.5640979865,666332.6021444096,2
-2429003.347442951,-990114.461136342,109102.89689895204,0
3474114.167235075,574120.9252206382,-1961449.0962096604,0
676351.8776831308,4951182.228001253,3065064.214252816,3
-3224738.0107936272,-539832.9364855199,909476.3854513918,2
-2714194.0778533514,-992034.9137537716,267148.9159656746,0
2527904.6007525357,2787980.38388844,320246.12731546676,2
-153704.6205190047,3810476.192511427,2624237.417269656,2
1610763.544155668,-397475.0415646455,-1681610.9566785542,0
-2493703.4052495905,-546970.889940405,495535.51182283415,2
-2614002.2707336573,931427.954217792,1730002.0833846133,3
-1954702.6750686094,-987021.2929752588,-153345.98699337099,0
-2867076.0237528183,-993054.9877093249,351835.3374330431,0
-1702280.2706807514,2728354.101500548,2639563.0140462923,3
-2787983.6649963837,-992497.4725201001,307905.9161029782,0
-2654546.2234853716,-991654.1772750197,234176.03834306618,0
-2065085.5361233966,-987720.3138583845,-92349.12457367899,0
